text,label,scam_type,timestamp,text_clean,cluster
Your parcel is ready for delivery. Click http://fake-delivery.example to confirm.,scam,phishing,2025-02-12 15:53:00,your parcel is ready for delivery click to confirm,3
This is WhatsApp support. Your OTP is 345678. Please share to verify.,scam,otp,2025-03-20 21:39:00,this is whatsapp support your otp is NUM please share to verify,3
Can you send the report by tomorrow morning?,legit,none,2025-03-29 03:03:00,can you send the report by tomorrow morning,4
You have won a prize! Click this link to claim your reward: http://scam.example,scam,phishing,2025-02-07 19:39:00,you have won a prize click this link to claim your reward,6
Call me when you are free.,legit,none,2025-02-25 10:18:00,call me when you are free,2
This is WhatsApp support. Your OTP is 345678. Please share to verify.,scam,otp,2025-02-14 14:51:00,this is whatsapp support your otp is NUM please share to verify,3
"We detected unusual activity, verify here: http://verify.example",scam,phishing,2025-03-31 06:32:00,we detected unusual activity verify here,0
This is WhatsApp support. Your OTP is 345678. Please share to verify.,scam,otp,2025-02-18 08:16:00,this is whatsapp support your otp is NUM please share to verify,3
WhatsApp verification code: 790855. Please share the code so I can confirm.,scam,otp,2025-01-08 17:14:00,whatsapp verification code NUM please share the code so i can confirm,0
Urgent! Send money to this number or I'll be in trouble.,scam,other,2025-01-01 17:41:00,urgent send money to this number or ill be in trouble,8
Happy birthday! Hope you have a great day :),legit,none,2025-01-01 04:42:00,happy birthday hope you have a great day,6
Call me when you are free.,legit,none,2025-03-31 14:05:00,call me when you are free,2
Please send me the 6-digit code I sent you — I need to log in.,scam,otp,2025-02-17 18:05:00,please send me the 6digit code i sent you — i need to log in,8
Let's push the deployment to Friday.,legit,none,2025-01-15 03:39:00,lets push the deployment to friday,5
Please send me the 6-digit code I sent you — I need to log in.,scam,otp,2025-02-14 00:12:00,please send me the 6digit code i sent you — i need to log in,8
Can you send the report by tomorrow morning?,legit,none,2025-03-16 07:51:00,can you send the report by tomorrow morning,4
Your account code 987654 — please confirm by sending it here.,scam,otp,2025-01-24 12:22:00,your account code NUM — please confirm by sending it here,0
Bank alert: Your account needs verification. Login at http://bank.example,scam,phishing,2025-02-07 14:45:00,bank alert your account needs verification login at,7
"I just sent you a code by mistake, can you forward it?",scam,otp,2025-01-14 13:55:00,i just sent you a code by mistake can you forward it,4
Let's push the deployment to Friday.,legit,none,2025-02-09 13:45:00,lets push the deployment to friday,5
This is WhatsApp support. Your OTP is 345678. Please share to verify.,scam,otp,2025-03-17 23:53:00,this is whatsapp support your otp is NUM please share to verify,3
Happy birthday! Hope you have a great day :),legit,none,2025-01-25 03:20:00,happy birthday hope you have a great day,6
Bank alert: Your account needs verification. Login at http://bank.example,scam,phishing,2025-03-16 01:15:00,bank alert your account needs verification login at,7
Can you send the report by tomorrow morning?,legit,none,2025-03-09 01:02:00,can you send the report by tomorrow morning,4
Happy birthday! Hope you have a great day :),legit,none,2025-02-21 01:19:00,happy birthday hope you have a great day,6
Let's push the deployment to Friday.,legit,none,2025-01-20 02:55:00,lets push the deployment to friday,5
Your account code 987654 — please confirm by sending it here.,scam,otp,2025-03-01 04:15:00,your account code NUM — please confirm by sending it here,0
Urgent! Send money to this number or I'll be in trouble.,scam,other,2025-01-20 22:25:00,urgent send money to this number or ill be in trouble,8
Happy birthday! Hope you have a great day :),legit,none,2025-03-02 12:33:00,happy birthday hope you have a great day,6
"I just sent you a code by mistake, can you forward it?",scam,otp,2025-03-22 05:57:00,i just sent you a code by mistake can you forward it,4
"Investment opportunity, send your account details.",scam,other,2025-02-06 00:39:00,investment opportunity send your account details,7
"Hey, are we still meeting at 5pm?",legit,none,2025-01-01 20:20:00,hey are we still meeting at 5pm,1
Hi it's John on a new number — can you confirm my code? 564321,scam,impersonation,2025-01-27 16:52:00,hi its john on a new number — can you confirm my code NUM,0
Urgent! Send money to this number or I'll be in trouble.,scam,other,2025-03-04 20:00:00,urgent send money to this number or ill be in trouble,8
Let's push the deployment to Friday.,legit,none,2025-01-20 03:09:00,lets push the deployment to friday,5
Can you send the report by tomorrow morning?,legit,none,2025-02-16 01:07:00,can you send the report by tomorrow morning,4
"We detected unusual activity, verify here: http://verify.example",scam,phishing,2025-03-20 15:29:00,we detected unusual activity verify here,0
Your account code 987654 — please confirm by sending it here.,scam,otp,2025-01-01 22:10:00,your account code NUM — please confirm by sending it here,0
Hi it's John on a new number — can you confirm my code? 564321,scam,impersonation,2025-02-18 08:21:00,hi its john on a new number — can you confirm my code NUM,0
Your parcel is ready for delivery. Click http://fake-delivery.example to confirm.,scam,phishing,2025-02-25 11:45:00,your parcel is ready for delivery click to confirm,3
"Hey, are we still meeting at 5pm?",legit,none,2025-03-21 05:40:00,hey are we still meeting at 5pm,1
"This is your colleague Mark, I'm on a temporary phone — what's the code?",scam,impersonation,2025-03-05 01:14:00,this is your colleague mark im on a temporary phone — whats the code,3
Call me when you are free.,legit,none,2025-01-13 01:02:00,call me when you are free,2
Happy birthday! Hope you have a great day :),legit,none,2025-02-18 03:52:00,happy birthday hope you have a great day,6
Let's push the deployment to Friday.,legit,none,2025-02-06 12:21:00,lets push the deployment to friday,5
Call me when you are free.,legit,none,2025-02-20 10:03:00,call me when you are free,2
"This is your colleague Mark, I'm on a temporary phone — what's the code?",scam,impersonation,2025-01-07 05:28:00,this is your colleague mark im on a temporary phone — whats the code,3
Your account code 987654 — please confirm by sending it here.,scam,otp,2025-03-04 06:47:00,your account code NUM — please confirm by sending it here,0
Bank alert: Your account needs verification. Login at http://bank.example,scam,phishing,2025-02-20 04:15:00,bank alert your account needs verification login at,7
"Hey it's Sam, lost my phone. I changed numbers, send me the verification code.",scam,impersonation,2025-03-14 11:12:00,hey its sam lost my phone i changed numbers send me the verification code,9
"I just sent you a code by mistake, can you forward it?",scam,otp,2025-01-27 00:10:00,i just sent you a code by mistake can you forward it,4
Can you send the report by tomorrow morning?,legit,none,2025-01-18 11:04:00,can you send the report by tomorrow morning,4
Let's push the deployment to Friday.,legit,none,2025-01-26 08:37:00,lets push the deployment to friday,5
Bank alert: Your account needs verification. Login at http://bank.example,scam,phishing,2025-03-30 04:56:00,bank alert your account needs verification login at,7
Call me when you are free.,legit,none,2025-03-11 08:31:00,call me when you are free,2
Call me when you are free.,legit,none,2025-01-06 13:09:00,call me when you are free,2
Can you send the report by tomorrow morning?,legit,none,2025-03-06 21:27:00,can you send the report by tomorrow morning,4
Please send me the 6-digit code I sent you — I need to log in.,scam,otp,2025-01-12 00:26:00,please send me the 6digit code i sent you — i need to log in,8
This is WhatsApp support. Your OTP is 345678. Please share to verify.,scam,otp,2025-03-07 22:52:00,this is whatsapp support your otp is NUM please share to verify,3
WhatsApp verification code: 980660. Please share the code so I can confirm.,scam,otp,2025-02-28 00:59:00,whatsapp verification code NUM please share the code so i can confirm,0
Let's push the deployment to Friday.,legit,none,2025-02-02 08:06:00,lets push the deployment to friday,5
Urgent! Send money to this number or I'll be in trouble.,scam,other,2025-03-31 21:33:00,urgent send money to this number or ill be in trouble,8
"Investment opportunity, send your account details.",scam,other,2025-01-27 22:20:00,investment opportunity send your account details,7
Bank alert: Your account needs verification. Login at http://bank.example,scam,phishing,2025-02-11 10:42:00,bank alert your account needs verification login at,7
"Hey, are we still meeting at 5pm?",legit,none,2025-01-21 20:07:00,hey are we still meeting at 5pm,1
Can you send the report by tomorrow morning?,legit,none,2025-03-25 02:46:00,can you send the report by tomorrow morning,4
"Transfer me $200 now, my account is frozen.",scam,other,2025-03-24 21:16:00,transfer me 200 now my account is frozen,9
Can you send the report by tomorrow morning?,legit,none,2025-01-15 20:57:00,can you send the report by tomorrow morning,4
Call me when you are free.,legit,none,2025-02-21 10:45:00,call me when you are free,2
WhatsApp verification code: 768854. Please share the code so I can confirm.,scam,otp,2025-03-21 01:10:00,whatsapp verification code NUM please share the code so i can confirm,0
Can you send the report by tomorrow morning?,legit,none,2025-02-16 05:02:00,can you send the report by tomorrow morning,4
This is WhatsApp support. Your OTP is 345678. Please share to verify.,scam,otp,2025-03-10 10:47:00,this is whatsapp support your otp is NUM please share to verify,3
Call me when you are free.,legit,none,2025-01-19 02:22:00,call me when you are free,2
"Hey, are we still meeting at 5pm?",legit,none,2025-01-28 15:49:00,hey are we still meeting at 5pm,1
This is WhatsApp support. Your OTP is 345678. Please share to verify.,scam,otp,2025-01-06 16:01:00,this is whatsapp support your otp is NUM please share to verify,3
You have won a prize! Click this link to claim your reward: http://scam.example,scam,phishing,2025-02-07 04:03:00,you have won a prize click this link to claim your reward,6
Let's push the deployment to Friday.,legit,none,2025-01-26 15:30:00,lets push the deployment to friday,5
Call me when you are free.,legit,none,2025-01-28 06:00:00,call me when you are free,2
This is WhatsApp support. Your OTP is 345678. Please share to verify.,scam,otp,2025-01-30 14:00:00,this is whatsapp support your otp is NUM please share to verify,3
This is WhatsApp support. Your OTP is 345678. Please share to verify.,scam,otp,2025-02-25 13:17:00,this is whatsapp support your otp is NUM please share to verify,3
Can you send the report by tomorrow morning?,legit,none,2025-02-26 00:36:00,can you send the report by tomorrow morning,4
Your parcel is ready for delivery. Click http://fake-delivery.example to confirm.,scam,phishing,2025-01-15 07:05:00,your parcel is ready for delivery click to confirm,3
Let's push the deployment to Friday.,legit,none,2025-01-15 19:19:00,lets push the deployment to friday,5
"Hey, are we still meeting at 5pm?",legit,none,2025-03-23 19:43:00,hey are we still meeting at 5pm,1
Call me when you are free.,legit,none,2025-01-03 09:58:00,call me when you are free,2
Let's push the deployment to Friday.,legit,none,2025-01-15 16:58:00,lets push the deployment to friday,5
"This is your colleague Mark, I'm on a temporary phone — what's the code?",scam,impersonation,2025-03-29 20:50:00,this is your colleague mark im on a temporary phone — whats the code,3
Happy birthday! Hope you have a great day :),legit,none,2025-03-17 21:20:00,happy birthday hope you have a great day,6
Can you send the report by tomorrow morning?,legit,none,2025-03-20 20:51:00,can you send the report by tomorrow morning,4
Please send me the 6-digit code I sent you — I need to log in.,scam,otp,2025-03-31 05:57:00,please send me the 6digit code i sent you — i need to log in,8
"Hey it's Sam, lost my phone. I changed numbers, send me the verification code.",scam,impersonation,2025-03-21 09:44:00,hey its sam lost my phone i changed numbers send me the verification code,9
"Investment opportunity, send your account details.",scam,other,2025-01-18 07:20:00,investment opportunity send your account details,7
"Investment opportunity, send your account details.",scam,other,2025-03-12 20:14:00,investment opportunity send your account details,7
Let's push the deployment to Friday.,legit,none,2025-02-09 17:19:00,lets push the deployment to friday,5
"Hey it's Sam, lost my phone. I changed numbers, send me the verification code.",scam,impersonation,2025-01-02 09:31:00,hey its sam lost my phone i changed numbers send me the verification code,9
This is WhatsApp support. Your OTP is 345678. Please share to verify.,scam,otp,2025-02-10 02:13:00,this is whatsapp support your otp is NUM please share to verify,3
Let's push the deployment to Friday.,legit,none,2025-03-18 14:39:00,lets push the deployment to friday,5
WhatsApp verification code: 167348. Please share the code so I can confirm.,scam,otp,2025-02-07 18:17:00,whatsapp verification code NUM please share the code so i can confirm,0
Happy birthday! Hope you have a great day :),legit,none,2025-01-21 05:54:00,happy birthday hope you have a great day,6
Please send me the 6-digit code I sent you — I need to log in.,scam,otp,2025-03-23 15:58:00,please send me the 6digit code i sent you — i need to log in,8
Call me when you are free.,legit,none,2025-02-19 01:24:00,call me when you are free,2
Can you send the report by tomorrow morning?,legit,none,2025-01-28 00:10:00,can you send the report by tomorrow morning,4
You have won a prize! Click this link to claim your reward: http://scam.example,scam,phishing,2025-02-20 05:40:00,you have won a prize click this link to claim your reward,6
"We detected unusual activity, verify here: http://verify.example",scam,phishing,2025-02-08 16:43:00,we detected unusual activity verify here,0
"Hey it's Sam, lost my phone. I changed numbers, send me the verification code.",scam,impersonation,2025-03-31 01:12:00,hey its sam lost my phone i changed numbers send me the verification code,9
Your account code 987654 — please confirm by sending it here.,scam,otp,2025-03-29 21:09:00,your account code NUM — please confirm by sending it here,0
"Hey, are we still meeting at 5pm?",legit,none,2025-03-30 04:48:00,hey are we still meeting at 5pm,1
"Hey, are we still meeting at 5pm?",legit,none,2025-03-31 00:26:00,hey are we still meeting at 5pm,1
"I just sent you a code by mistake, can you forward it?",scam,otp,2025-02-14 18:14:00,i just sent you a code by mistake can you forward it,4
Call me when you are free.,legit,none,2025-01-27 16:27:00,call me when you are free,2
Please send me the 6-digit code I sent you — I need to log in.,scam,otp,2025-01-09 12:00:00,please send me the 6digit code i sent you — i need to log in,8
Let's push the deployment to Friday.,legit,none,2025-01-15 08:36:00,lets push the deployment to friday,5
You have won a prize! Click this link to claim your reward: http://scam.example,scam,phishing,2025-03-18 05:29:00,you have won a prize click this link to claim your reward,6
Let's push the deployment to Friday.,legit,none,2025-03-15 11:11:00,lets push the deployment to friday,5
Happy birthday! Hope you have a great day :),legit,none,2025-02-14 04:53:00,happy birthday hope you have a great day,6
Let's push the deployment to Friday.,legit,none,2025-01-04 11:34:00,lets push the deployment to friday,5
"This is your colleague Mark, I'm on a temporary phone — what's the code?",scam,impersonation,2025-03-31 06:37:00,this is your colleague mark im on a temporary phone — whats the code,3
Please send me the 6-digit code I sent you — I need to log in.,scam,otp,2025-03-14 05:56:00,please send me the 6digit code i sent you — i need to log in,8
Can you send the report by tomorrow morning?,legit,none,2025-01-18 07:31:00,can you send the report by tomorrow morning,4
Let's push the deployment to Friday.,legit,none,2025-01-20 08:29:00,lets push the deployment to friday,5
"We detected unusual activity, verify here: http://verify.example",scam,phishing,2025-02-28 22:46:00,we detected unusual activity verify here,0
Call me when you are free.,legit,none,2025-01-08 07:00:00,call me when you are free,2
Urgent! Send money to this number or I'll be in trouble.,scam,other,2025-01-24 05:46:00,urgent send money to this number or ill be in trouble,8
"Hey, are we still meeting at 5pm?",legit,none,2025-03-30 00:12:00,hey are we still meeting at 5pm,1
"This is your colleague Mark, I'm on a temporary phone — what's the code?",scam,impersonation,2025-03-25 19:48:00,this is your colleague mark im on a temporary phone — whats the code,3
"I just sent you a code by mistake, can you forward it?",scam,otp,2025-01-31 14:17:00,i just sent you a code by mistake can you forward it,4
Bank alert: Your account needs verification. Login at http://bank.example,scam,phishing,2025-01-27 12:15:00,bank alert your account needs verification login at,7
Your account code 987654 — please confirm by sending it here.,scam,otp,2025-02-14 04:54:00,your account code NUM — please confirm by sending it here,0
WhatsApp verification code: 598216. Please share the code so I can confirm.,scam,otp,2025-02-25 15:20:00,whatsapp verification code NUM please share the code so i can confirm,0
Let's push the deployment to Friday.,legit,none,2025-03-13 05:08:00,lets push the deployment to friday,5
"This is your colleague Mark, I'm on a temporary phone — what's the code?",scam,impersonation,2025-01-31 05:15:00,this is your colleague mark im on a temporary phone — whats the code,3
This is WhatsApp support. Your OTP is 345678. Please share to verify.,scam,otp,2025-02-19 09:21:00,this is whatsapp support your otp is NUM please share to verify,3
Your parcel is ready for delivery. Click http://fake-delivery.example to confirm.,scam,phishing,2025-03-30 13:52:00,your parcel is ready for delivery click to confirm,3
Your account code 987654 — please confirm by sending it here.,scam,otp,2025-02-16 01:17:00,your account code NUM — please confirm by sending it here,0
"Hey it's Sam, lost my phone. I changed numbers, send me the verification code.",scam,impersonation,2025-02-04 02:51:00,hey its sam lost my phone i changed numbers send me the verification code,9
This is WhatsApp support. Your OTP is 345678. Please share to verify.,scam,otp,2025-03-17 03:50:00,this is whatsapp support your otp is NUM please share to verify,3
"Investment opportunity, send your account details.",scam,other,2025-01-24 02:49:00,investment opportunity send your account details,7
"I just sent you a code by mistake, can you forward it?",scam,otp,2025-02-08 16:44:00,i just sent you a code by mistake can you forward it,4
"Investment opportunity, send your account details.",scam,other,2025-03-09 19:51:00,investment opportunity send your account details,7
"I just sent you a code by mistake, can you forward it?",scam,otp,2025-01-27 18:46:00,i just sent you a code by mistake can you forward it,4
"This is your colleague Mark, I'm on a temporary phone — what's the code?",scam,impersonation,2025-03-06 01:40:00,this is your colleague mark im on a temporary phone — whats the code,3
WhatsApp verification code: 224205. Please share the code so I can confirm.,scam,otp,2025-02-20 19:07:00,whatsapp verification code NUM please share the code so i can confirm,0
Bank alert: Your account needs verification. Login at http://bank.example,scam,phishing,2025-03-11 04:13:00,bank alert your account needs verification login at,7
Let's push the deployment to Friday.,legit,none,2025-02-20 11:07:00,lets push the deployment to friday,5
Bank alert: Your account needs verification. Login at http://bank.example,scam,phishing,2025-03-25 09:11:00,bank alert your account needs verification login at,7
Your account code 987654 — please confirm by sending it here.,scam,otp,2025-03-05 23:24:00,your account code NUM — please confirm by sending it here,0
Let's push the deployment to Friday.,legit,none,2025-02-06 00:36:00,lets push the deployment to friday,5
Let's push the deployment to Friday.,legit,none,2025-03-11 23:01:00,lets push the deployment to friday,5
Call me when you are free.,legit,none,2025-01-15 07:55:00,call me when you are free,2
You have won a prize! Click this link to claim your reward: http://scam.example,scam,phishing,2025-03-06 08:22:00,you have won a prize click this link to claim your reward,6
Call me when you are free.,legit,none,2025-01-20 04:07:00,call me when you are free,2
Let's push the deployment to Friday.,legit,none,2025-03-26 13:28:00,lets push the deployment to friday,5
"We detected unusual activity, verify here: http://verify.example",scam,phishing,2025-03-24 16:27:00,we detected unusual activity verify here,0
You have won a prize! Click this link to claim your reward: http://scam.example,scam,phishing,2025-02-22 10:49:00,you have won a prize click this link to claim your reward,6
Please send me the 6-digit code I sent you — I need to log in.,scam,otp,2025-03-12 14:31:00,please send me the 6digit code i sent you — i need to log in,8
Bank alert: Your account needs verification. Login at http://bank.example,scam,phishing,2025-01-31 22:28:00,bank alert your account needs verification login at,7
Your parcel is ready for delivery. Click http://fake-delivery.example to confirm.,scam,phishing,2025-02-12 18:45:00,your parcel is ready for delivery click to confirm,3
"Hey, are we still meeting at 5pm?",legit,none,2025-02-05 00:32:00,hey are we still meeting at 5pm,1
"Hey, are we still meeting at 5pm?",legit,none,2025-03-19 20:28:00,hey are we still meeting at 5pm,1
"Investment opportunity, send your account details.",scam,other,2025-03-03 23:21:00,investment opportunity send your account details,7
This is WhatsApp support. Your OTP is 345678. Please share to verify.,scam,otp,2025-01-14 22:12:00,this is whatsapp support your otp is NUM please share to verify,3
Happy birthday! Hope you have a great day :),legit,none,2025-03-05 11:04:00,happy birthday hope you have a great day,6
Happy birthday! Hope you have a great day :),legit,none,2025-02-24 05:44:00,happy birthday hope you have a great day,6
Your account code 987654 — please confirm by sending it here.,scam,otp,2025-03-19 07:55:00,your account code NUM — please confirm by sending it here,0
"Hey, are we still meeting at 5pm?",legit,none,2025-03-03 14:16:00,hey are we still meeting at 5pm,1
Please send me the 6-digit code I sent you — I need to log in.,scam,otp,2025-01-08 19:01:00,please send me the 6digit code i sent you — i need to log in,8
Bank alert: Your account needs verification. Login at http://bank.example,scam,phishing,2025-03-20 17:25:00,bank alert your account needs verification login at,7
"Hey it's Sam, lost my phone. I changed numbers, send me the verification code.",scam,impersonation,2025-01-21 16:57:00,hey its sam lost my phone i changed numbers send me the verification code,9
Bank alert: Your account needs verification. Login at http://bank.example,scam,phishing,2025-02-09 20:17:00,bank alert your account needs verification login at,7
Happy birthday! Hope you have a great day :),legit,none,2025-03-20 15:04:00,happy birthday hope you have a great day,6
"Transfer me $200 now, my account is frozen.",scam,other,2025-02-04 17:06:00,transfer me 200 now my account is frozen,9
Urgent! Send money to this number or I'll be in trouble.,scam,other,2025-03-19 16:08:00,urgent send money to this number or ill be in trouble,8
"Hey, are we still meeting at 5pm?",legit,none,2025-01-09 19:44:00,hey are we still meeting at 5pm,1
"I just sent you a code by mistake, can you forward it?",scam,otp,2025-02-28 12:06:00,i just sent you a code by mistake can you forward it,4
This is WhatsApp support. Your OTP is 345678. Please share to verify.,scam,otp,2025-03-14 04:11:00,this is whatsapp support your otp is NUM please share to verify,3
Bank alert: Your account needs verification. Login at http://bank.example,scam,phishing,2025-01-27 05:37:00,bank alert your account needs verification login at,7
Call me when you are free.,legit,none,2025-01-26 07:43:00,call me when you are free,2
"Hey, are we still meeting at 5pm?",legit,none,2025-03-07 12:19:00,hey are we still meeting at 5pm,1
Your account code 987654 — please confirm by sending it here.,scam,otp,2025-03-12 18:51:00,your account code NUM — please confirm by sending it here,0
This is WhatsApp support. Your OTP is 345678. Please share to verify.,scam,otp,2025-03-23 03:49:00,this is whatsapp support your otp is NUM please share to verify,3
WhatsApp verification code: 254739. Please share the code so I can confirm.,scam,otp,2025-03-01 17:10:00,whatsapp verification code NUM please share the code so i can confirm,0
Please send me the 6-digit code I sent you — I need to log in.,scam,otp,2025-01-05 13:42:00,please send me the 6digit code i sent you — i need to log in,8
This is WhatsApp support. Your OTP is 345678. Please share to verify.,scam,otp,2025-03-08 19:00:00,this is whatsapp support your otp is NUM please share to verify,3
"I just sent you a code by mistake, can you forward it?",scam,otp,2025-02-20 08:49:00,i just sent you a code by mistake can you forward it,4
Happy birthday! Hope you have a great day :),legit,none,2025-03-17 11:44:00,happy birthday hope you have a great day,6
Let's push the deployment to Friday.,legit,none,2025-02-09 21:02:00,lets push the deployment to friday,5
Happy birthday! Hope you have a great day :),legit,none,2025-03-03 15:37:00,happy birthday hope you have a great day,6
Happy birthday! Hope you have a great day :),legit,none,2025-03-08 06:48:00,happy birthday hope you have a great day,6
"Investment opportunity, send your account details.",scam,other,2025-01-15 09:06:00,investment opportunity send your account details,7
You have won a prize! Click this link to claim your reward: http://scam.example,scam,phishing,2025-02-15 13:17:00,you have won a prize click this link to claim your reward,6
Let's push the deployment to Friday.,legit,none,2025-01-22 17:25:00,lets push the deployment to friday,5
"I just sent you a code by mistake, can you forward it?",scam,otp,2025-01-26 21:08:00,i just sent you a code by mistake can you forward it,4
"Transfer me $200 now, my account is frozen.",scam,other,2025-02-27 04:25:00,transfer me 200 now my account is frozen,9
Call me when you are free.,legit,none,2025-03-21 18:27:00,call me when you are free,2
Let's push the deployment to Friday.,legit,none,2025-02-06 07:36:00,lets push the deployment to friday,5
Happy birthday! Hope you have a great day :),legit,none,2025-01-03 06:08:00,happy birthday hope you have a great day,6
Urgent! Send money to this number or I'll be in trouble.,scam,other,2025-02-11 13:58:00,urgent send money to this number or ill be in trouble,8
Call me when you are free.,legit,none,2025-03-10 08:19:00,call me when you are free,2
Call me when you are free.,legit,none,2025-01-16 00:43:00,call me when you are free,2
"Hey, are we still meeting at 5pm?",legit,none,2025-03-02 01:51:00,hey are we still meeting at 5pm,1
Call me when you are free.,legit,none,2025-01-28 09:26:00,call me when you are free,2
Bank alert: Your account needs verification. Login at http://bank.example,scam,phishing,2025-03-31 05:22:00,bank alert your account needs verification login at,7
"Hey, are we still meeting at 5pm?",legit,none,2025-03-27 16:56:00,hey are we still meeting at 5pm,1
Happy birthday! Hope you have a great day :),legit,none,2025-03-24 03:24:00,happy birthday hope you have a great day,6
WhatsApp verification code: 805477. Please share the code so I can confirm.,scam,otp,2025-01-29 06:07:00,whatsapp verification code NUM please share the code so i can confirm,0
Can you send the report by tomorrow morning?,legit,none,2025-02-08 09:36:00,can you send the report by tomorrow morning,4
Your parcel is ready for delivery. Click http://fake-delivery.example to confirm.,scam,phishing,2025-01-26 17:52:00,your parcel is ready for delivery click to confirm,3
"We detected unusual activity, verify here: http://verify.example",scam,phishing,2025-01-07 11:59:00,we detected unusual activity verify here,0
Let's push the deployment to Friday.,legit,none,2025-02-16 00:04:00,lets push the deployment to friday,5
Please send me the 6-digit code I sent you — I need to log in.,scam,otp,2025-01-04 17:43:00,please send me the 6digit code i sent you — i need to log in,8
"Transfer me $200 now, my account is frozen.",scam,other,2025-02-11 23:23:00,transfer me 200 now my account is frozen,9
Call me when you are free.,legit,none,2025-01-23 09:51:00,call me when you are free,2
"Hey it's Sam, lost my phone. I changed numbers, send me the verification code.",scam,impersonation,2025-02-05 03:24:00,hey its sam lost my phone i changed numbers send me the verification code,9
"We detected unusual activity, verify here: http://verify.example",scam,phishing,2025-03-06 14:32:00,we detected unusual activity verify here,0
Please send me the 6-digit code I sent you — I need to log in.,scam,otp,2025-02-13 09:58:00,please send me the 6digit code i sent you — i need to log in,8
