text,label,scam_type,timestamp,text_clean,cluster
Urgent! Send money to this number or I'll be in trouble.,scam,other,2025-03-12 14:37:00,urgent send money to this number or ill be in trouble,8
Your account code 987654 — please confirm by sending it here.,scam,otp,2025-03-27 22:23:00,your account code NUM — please confirm by sending it here,0
Let's push the deployment to Friday.,legit,none,2025-03-02 16:50:00,lets push the deployment to friday,5
Please send me the 6-digit code I sent you — I need to log in.,scam,otp,2025-03-01 14:13:00,please send me the 6digit code i sent you — i need to log in,8
Let's push the deployment to Friday.,legit,none,2025-02-22 13:14:00,lets push the deployment to friday,5
Let's push the deployment to Friday.,legit,none,2025-03-02 09:11:00,lets push the deployment to friday,5
Can you send the report by tomorrow morning?,legit,none,2025-02-16 09:04:00,can you send the report by tomorrow morning,4
WhatsApp verification code: 524045. Please share the code so I can confirm.,scam,otp,2025-03-04 23:13:00,whatsapp verification code NUM please share the code so i can confirm,0
Can you send the report by tomorrow morning?,legit,none,2025-03-03 03:19:00,can you send the report by tomorrow morning,4
Your account code 987654 — please confirm by sending it here.,scam,otp,2025-03-03 15:41:00,your account code NUM — please confirm by sending it here,0
WhatsApp verification code: 206851. Please share the code so I can confirm.,scam,otp,2025-03-05 11:02:00,whatsapp verification code NUM please share the code so i can confirm,0
Let's push the deployment to Friday.,legit,none,2025-03-18 17:14:00,lets push the deployment to friday,5
"Hey it's Sam, lost my phone. I changed numbers, send me the verification code.",scam,impersonation,2025-01-04 23:20:00,hey its sam lost my phone i changed numbers send me the verification code,9
Let's push the deployment to Friday.,legit,none,2025-03-26 05:32:00,lets push the deployment to friday,5
"Hey, are we still meeting at 5pm?",legit,none,2025-02-25 10:40:00,hey are we still meeting at 5pm,1
"Transfer me $200 now, my account is frozen.",scam,other,2025-03-24 05:30:00,transfer me 200 now my account is frozen,9
"Transfer me $200 now, my account is frozen.",scam,other,2025-02-10 04:58:00,transfer me 200 now my account is frozen,9
Let's push the deployment to Friday.,legit,none,2025-03-31 16:14:00,lets push the deployment to friday,5
Can you send the report by tomorrow morning?,legit,none,2025-03-26 06:21:00,can you send the report by tomorrow morning,4
This is WhatsApp support. Your OTP is 345678. Please share to verify.,scam,otp,2025-01-16 00:32:00,this is whatsapp support your otp is NUM please share to verify,3
"Hey, are we still meeting at 5pm?",legit,none,2025-03-04 01:13:00,hey are we still meeting at 5pm,1
Let's push the deployment to Friday.,legit,none,2025-02-11 14:49:00,lets push the deployment to friday,5
Happy birthday! Hope you have a great day :),legit,none,2025-01-20 12:00:00,happy birthday hope you have a great day,6
WhatsApp verification code: 973349. Please share the code so I can confirm.,scam,otp,2025-02-08 05:49:00,whatsapp verification code NUM please share the code so i can confirm,0
Your parcel is ready for delivery. Click http://fake-delivery.example to confirm.,scam,phishing,2025-01-15 05:57:00,your parcel is ready for delivery click to confirm,3
"Hey, are we still meeting at 5pm?",legit,none,2025-01-09 09:37:00,hey are we still meeting at 5pm,1
"Hey, are we still meeting at 5pm?",legit,none,2025-01-15 23:39:00,hey are we still meeting at 5pm,1
Call me when you are free.,legit,none,2025-01-20 23:45:00,call me when you are free,2
Your account code 987654 — please confirm by sending it here.,scam,otp,2025-02-03 13:51:00,your account code NUM — please confirm by sending it here,0
"Investment opportunity, send your account details.",scam,other,2025-03-10 18:35:00,investment opportunity send your account details,7
Call me when you are free.,legit,none,2025-03-06 00:54:00,call me when you are free,2
Your parcel is ready for delivery. Click http://fake-delivery.example to confirm.,scam,phishing,2025-02-12 00:02:00,your parcel is ready for delivery click to confirm,3
WhatsApp verification code: 430876. Please share the code so I can confirm.,scam,otp,2025-01-11 21:10:00,whatsapp verification code NUM please share the code so i can confirm,0
Happy birthday! Hope you have a great day :),legit,none,2025-02-15 18:29:00,happy birthday hope you have a great day,6
"Hey, are we still meeting at 5pm?",legit,none,2025-03-09 13:50:00,hey are we still meeting at 5pm,1
"We detected unusual activity, verify here: http://verify.example",scam,phishing,2025-02-15 08:43:00,we detected unusual activity verify here,0
"This is your colleague Mark, I'm on a temporary phone — what's the code?",scam,impersonation,2025-03-20 05:15:00,this is your colleague mark im on a temporary phone — whats the code,3
"Transfer me $200 now, my account is frozen.",scam,other,2025-03-31 00:21:00,transfer me 200 now my account is frozen,9
Bank alert: Your account needs verification. Login at http://bank.example,scam,phishing,2025-03-08 20:36:00,bank alert your account needs verification login at,7
Your parcel is ready for delivery. Click http://fake-delivery.example to confirm.,scam,phishing,2025-01-18 01:46:00,your parcel is ready for delivery click to confirm,3
"I just sent you a code by mistake, can you forward it?",scam,otp,2025-02-27 07:02:00,i just sent you a code by mistake can you forward it,4
"I just sent you a code by mistake, can you forward it?",scam,otp,2025-01-14 20:53:00,i just sent you a code by mistake can you forward it,4
"This is your colleague Mark, I'm on a temporary phone — what's the code?",scam,impersonation,2025-01-14 02:54:00,this is your colleague mark im on a temporary phone — whats the code,3
Please send me the 6-digit code I sent you — I need to log in.,scam,otp,2025-01-25 14:00:00,please send me the 6digit code i sent you — i need to log in,8
Please send me the 6-digit code I sent you — I need to log in.,scam,otp,2025-02-11 00:09:00,please send me the 6digit code i sent you — i need to log in,8
WhatsApp verification code: 384913. Please share the code so I can confirm.,scam,otp,2025-01-31 13:40:00,whatsapp verification code NUM please share the code so i can confirm,0
"Investment opportunity, send your account details.",scam,other,2025-01-14 00:38:00,investment opportunity send your account details,7
You have won a prize! Click this link to claim your reward: http://scam.example,scam,phishing,2025-02-26 16:09:00,you have won a prize click this link to claim your reward,6
Happy birthday! Hope you have a great day :),legit,none,2025-01-14 00:06:00,happy birthday hope you have a great day,6
WhatsApp verification code: 576786. Please share the code so I can confirm.,scam,otp,2025-01-30 18:00:00,whatsapp verification code NUM please share the code so i can confirm,0
"Investment opportunity, send your account details.",scam,other,2025-01-27 20:56:00,investment opportunity send your account details,7
"Hey, are we still meeting at 5pm?",legit,none,2025-01-21 20:21:00,hey are we still meeting at 5pm,1
Let's push the deployment to Friday.,legit,none,2025-01-05 00:18:00,lets push the deployment to friday,5
"Investment opportunity, send your account details.",scam,other,2025-03-21 06:22:00,investment opportunity send your account details,7
Can you send the report by tomorrow morning?,legit,none,2025-01-21 06:59:00,can you send the report by tomorrow morning,4
Happy birthday! Hope you have a great day :),legit,none,2025-01-12 14:24:00,happy birthday hope you have a great day,6
"Hey, are we still meeting at 5pm?",legit,none,2025-02-10 08:02:00,hey are we still meeting at 5pm,1
Bank alert: Your account needs verification. Login at http://bank.example,scam,phishing,2025-01-23 04:26:00,bank alert your account needs verification login at,7
Your account code 987654 — please confirm by sending it here.,scam,otp,2025-03-02 10:12:00,your account code NUM — please confirm by sending it here,0
Call me when you are free.,legit,none,2025-01-10 02:24:00,call me when you are free,2
Happy birthday! Hope you have a great day :),legit,none,2025-01-15 02:09:00,happy birthday hope you have a great day,6
Your parcel is ready for delivery. Click http://fake-delivery.example to confirm.,scam,phishing,2025-03-01 20:40:00,your parcel is ready for delivery click to confirm,3
Call me when you are free.,legit,none,2025-03-04 12:27:00,call me when you are free,2
Happy birthday! Hope you have a great day :),legit,none,2025-03-13 12:30:00,happy birthday hope you have a great day,6
Please send me the 6-digit code I sent you — I need to log in.,scam,otp,2025-03-17 14:24:00,please send me the 6digit code i sent you — i need to log in,8
Please send me the 6-digit code I sent you — I need to log in.,scam,otp,2025-03-25 12:14:00,please send me the 6digit code i sent you — i need to log in,8
"Hey, are we still meeting at 5pm?",legit,none,2025-03-03 06:59:00,hey are we still meeting at 5pm,1
"Investment opportunity, send your account details.",scam,other,2025-01-22 22:06:00,investment opportunity send your account details,7
"This is your colleague Mark, I'm on a temporary phone — what's the code?",scam,impersonation,2025-03-22 18:38:00,this is your colleague mark im on a temporary phone — whats the code,3
Let's push the deployment to Friday.,legit,none,2025-03-30 09:21:00,lets push the deployment to friday,5
"Hey it's Sam, lost my phone. I changed numbers, send me the verification code.",scam,impersonation,2025-01-14 06:00:00,hey its sam lost my phone i changed numbers send me the verification code,9
Happy birthday! Hope you have a great day :),legit,none,2025-03-05 09:43:00,happy birthday hope you have a great day,6
Can you send the report by tomorrow morning?,legit,none,2025-03-03 00:01:00,can you send the report by tomorrow morning,4
Bank alert: Your account needs verification. Login at http://bank.example,scam,phishing,2025-03-04 17:57:00,bank alert your account needs verification login at,7
"Hey, are we still meeting at 5pm?",legit,none,2025-02-04 14:23:00,hey are we still meeting at 5pm,1
"Hey, are we still meeting at 5pm?",legit,none,2025-03-28 00:29:00,hey are we still meeting at 5pm,1
"Hey it's Sam, lost my phone. I changed numbers, send me the verification code.",scam,impersonation,2025-01-10 01:49:00,hey its sam lost my phone i changed numbers send me the verification code,9
Please send me the 6-digit code I sent you — I need to log in.,scam,otp,2025-03-28 15:30:00,please send me the 6digit code i sent you — i need to log in,8
Can you send the report by tomorrow morning?,legit,none,2025-03-13 16:02:00,can you send the report by tomorrow morning,4
Urgent! Send money to this number or I'll be in trouble.,scam,other,2025-03-24 00:43:00,urgent send money to this number or ill be in trouble,8
This is WhatsApp support. Your OTP is 345678. Please share to verify.,scam,otp,2025-03-21 10:29:00,this is whatsapp support your otp is NUM please share to verify,3
This is WhatsApp support. Your OTP is 345678. Please share to verify.,scam,otp,2025-03-11 00:14:00,this is whatsapp support your otp is NUM please share to verify,3
Your parcel is ready for delivery. Click http://fake-delivery.example to confirm.,scam,phishing,2025-03-11 11:02:00,your parcel is ready for delivery click to confirm,3
"This is your colleague Mark, I'm on a temporary phone — what's the code?",scam,impersonation,2025-03-30 06:54:00,this is your colleague mark im on a temporary phone — whats the code,3
Can you send the report by tomorrow morning?,legit,none,2025-03-06 03:09:00,can you send the report by tomorrow morning,4
Your parcel is ready for delivery. Click http://fake-delivery.example to confirm.,scam,phishing,2025-02-19 13:36:00,your parcel is ready for delivery click to confirm,3
WhatsApp verification code: 945742. Please share the code so I can confirm.,scam,otp,2025-01-19 03:00:00,whatsapp verification code NUM please share the code so i can confirm,0
Can you send the report by tomorrow morning?,legit,none,2025-02-18 14:50:00,can you send the report by tomorrow morning,4
Urgent! Send money to this number or I'll be in trouble.,scam,other,2025-03-25 02:06:00,urgent send money to this number or ill be in trouble,8
Your parcel is ready for delivery. Click http://fake-delivery.example to confirm.,scam,phishing,2025-01-19 12:40:00,your parcel is ready for delivery click to confirm,3
Your parcel is ready for delivery. Click http://fake-delivery.example to confirm.,scam,phishing,2025-01-22 01:40:00,your parcel is ready for delivery click to confirm,3
Can you send the report by tomorrow morning?,legit,none,2025-03-26 13:14:00,can you send the report by tomorrow morning,4
WhatsApp verification code: 232352. Please share the code so I can confirm.,scam,otp,2025-02-13 02:30:00,whatsapp verification code NUM please share the code so i can confirm,0
Your parcel is ready for delivery. Click http://fake-delivery.example to confirm.,scam,phishing,2025-02-07 04:25:00,your parcel is ready for delivery click to confirm,3
Your parcel is ready for delivery. Click http://fake-delivery.example to confirm.,scam,phishing,2025-01-21 20:05:00,your parcel is ready for delivery click to confirm,3
Let's push the deployment to Friday.,legit,none,2025-01-20 23:06:00,lets push the deployment to friday,5
Call me when you are free.,legit,none,2025-02-11 02:17:00,call me when you are free,2
WhatsApp verification code: 416950. Please share the code so I can confirm.,scam,otp,2025-01-02 06:54:00,whatsapp verification code NUM please share the code so i can confirm,0
Let's push the deployment to Friday.,legit,none,2025-03-02 21:24:00,lets push the deployment to friday,5
Let's push the deployment to Friday.,legit,none,2025-01-07 00:35:00,lets push the deployment to friday,5
Happy birthday! Hope you have a great day :),legit,none,2025-02-01 11:09:00,happy birthday hope you have a great day,6
Bank alert: Your account needs verification. Login at http://bank.example,scam,phishing,2025-03-20 18:11:00,bank alert your account needs verification login at,7
Happy birthday! Hope you have a great day :),legit,none,2025-01-31 23:17:00,happy birthday hope you have a great day,6
WhatsApp verification code: 387936. Please share the code so I can confirm.,scam,otp,2025-02-10 00:54:00,whatsapp verification code NUM please share the code so i can confirm,0
Can you send the report by tomorrow morning?,legit,none,2025-03-20 16:45:00,can you send the report by tomorrow morning,4
"I just sent you a code by mistake, can you forward it?",scam,otp,2025-03-29 03:13:00,i just sent you a code by mistake can you forward it,4
Can you send the report by tomorrow morning?,legit,none,2025-03-05 13:06:00,can you send the report by tomorrow morning,4
"Investment opportunity, send your account details.",scam,other,2025-02-03 05:03:00,investment opportunity send your account details,7
"Hey, are we still meeting at 5pm?",legit,none,2025-03-30 13:48:00,hey are we still meeting at 5pm,1
Call me when you are free.,legit,none,2025-03-10 17:54:00,call me when you are free,2
Call me when you are free.,legit,none,2025-01-07 04:27:00,call me when you are free,2
Happy birthday! Hope you have a great day :),legit,none,2025-02-01 19:50:00,happy birthday hope you have a great day,6
Happy birthday! Hope you have a great day :),legit,none,2025-01-23 02:50:00,happy birthday hope you have a great day,6
Can you send the report by tomorrow morning?,legit,none,2025-01-26 08:29:00,can you send the report by tomorrow morning,4
Let's push the deployment to Friday.,legit,none,2025-02-26 17:18:00,lets push the deployment to friday,5
Can you send the report by tomorrow morning?,legit,none,2025-01-13 16:49:00,can you send the report by tomorrow morning,4
Call me when you are free.,legit,none,2025-01-09 21:53:00,call me when you are free,2
This is WhatsApp support. Your OTP is 345678. Please share to verify.,scam,otp,2025-01-14 21:48:00,this is whatsapp support your otp is NUM please share to verify,3
"Hey, are we still meeting at 5pm?",legit,none,2025-02-02 04:37:00,hey are we still meeting at 5pm,1
"Hey, are we still meeting at 5pm?",legit,none,2025-01-31 08:39:00,hey are we still meeting at 5pm,1
Call me when you are free.,legit,none,2025-01-15 03:34:00,call me when you are free,2
Can you send the report by tomorrow morning?,legit,none,2025-03-14 02:19:00,can you send the report by tomorrow morning,4
"Hey, are we still meeting at 5pm?",legit,none,2025-03-22 23:36:00,hey are we still meeting at 5pm,1
Call me when you are free.,legit,none,2025-01-22 15:55:00,call me when you are free,2
Happy birthday! Hope you have a great day :),legit,none,2025-03-15 00:30:00,happy birthday hope you have a great day,6
This is WhatsApp support. Your OTP is 345678. Please share to verify.,scam,otp,2025-02-23 03:56:00,this is whatsapp support your otp is NUM please share to verify,3
"Hey, are we still meeting at 5pm?",legit,none,2025-03-15 06:38:00,hey are we still meeting at 5pm,1
"Hey, are we still meeting at 5pm?",legit,none,2025-02-02 16:12:00,hey are we still meeting at 5pm,1
Happy birthday! Hope you have a great day :),legit,none,2025-01-23 20:34:00,happy birthday hope you have a great day,6
Can you send the report by tomorrow morning?,legit,none,2025-02-19 02:17:00,can you send the report by tomorrow morning,4
"Investment opportunity, send your account details.",scam,other,2025-03-29 13:35:00,investment opportunity send your account details,7
"Hey, are we still meeting at 5pm?",legit,none,2025-03-24 09:55:00,hey are we still meeting at 5pm,1
Happy birthday! Hope you have a great day :),legit,none,2025-02-26 12:56:00,happy birthday hope you have a great day,6
Happy birthday! Hope you have a great day :),legit,none,2025-01-07 08:51:00,happy birthday hope you have a great day,6
Please send me the 6-digit code I sent you — I need to log in.,scam,otp,2025-03-22 02:37:00,please send me the 6digit code i sent you — i need to log in,8
Let's push the deployment to Friday.,legit,none,2025-03-09 23:52:00,lets push the deployment to friday,5
"I just sent you a code by mistake, can you forward it?",scam,otp,2025-01-03 19:47:00,i just sent you a code by mistake can you forward it,4
Hi it's John on a new number — can you confirm my code? 564321,scam,impersonation,2025-02-15 02:03:00,hi its john on a new number — can you confirm my code NUM,0
WhatsApp verification code: 426147. Please share the code so I can confirm.,scam,otp,2025-01-10 20:08:00,whatsapp verification code NUM please share the code so i can confirm,0
Hi it's John on a new number — can you confirm my code? 564321,scam,impersonation,2025-02-27 10:47:00,hi its john on a new number — can you confirm my code NUM,0
"I just sent you a code by mistake, can you forward it?",scam,otp,2025-03-28 06:24:00,i just sent you a code by mistake can you forward it,4
Call me when you are free.,legit,none,2025-03-10 05:15:00,call me when you are free,2
"We detected unusual activity, verify here: http://verify.example",scam,phishing,2025-01-25 02:07:00,we detected unusual activity verify here,0
"We detected unusual activity, verify here: http://verify.example",scam,phishing,2025-02-26 22:27:00,we detected unusual activity verify here,0
Can you send the report by tomorrow morning?,legit,none,2025-02-27 23:47:00,can you send the report by tomorrow morning,4
Hi it's John on a new number — can you confirm my code? 564321,scam,impersonation,2025-03-11 05:03:00,hi its john on a new number — can you confirm my code NUM,0
Can you send the report by tomorrow morning?,legit,none,2025-03-12 08:47:00,can you send the report by tomorrow morning,4
Let's push the deployment to Friday.,legit,none,2025-02-16 03:49:00,lets push the deployment to friday,5
Please send me the 6-digit code I sent you — I need to log in.,scam,otp,2025-02-13 01:51:00,please send me the 6digit code i sent you — i need to log in,8
Bank alert: Your account needs verification. Login at http://bank.example,scam,phishing,2025-03-05 03:21:00,bank alert your account needs verification login at,7
Call me when you are free.,legit,none,2025-03-28 04:38:00,call me when you are free,2
Please send me the 6-digit code I sent you — I need to log in.,scam,otp,2025-03-04 19:41:00,please send me the 6digit code i sent you — i need to log in,8
Happy birthday! Hope you have a great day :),legit,none,2025-01-20 10:56:00,happy birthday hope you have a great day,6
"I just sent you a code by mistake, can you forward it?",scam,otp,2025-01-18 16:03:00,i just sent you a code by mistake can you forward it,4
"Hey it's Sam, lost my phone. I changed numbers, send me the verification code.",scam,impersonation,2025-03-06 04:35:00,hey its sam lost my phone i changed numbers send me the verification code,9
This is WhatsApp support. Your OTP is 345678. Please share to verify.,scam,otp,2025-03-27 16:40:00,this is whatsapp support your otp is NUM please share to verify,3
You have won a prize! Click this link to claim your reward: http://scam.example,scam,phishing,2025-03-05 23:41:00,you have won a prize click this link to claim your reward,6
Please send me the 6-digit code I sent you — I need to log in.,scam,otp,2025-01-30 08:05:00,please send me the 6digit code i sent you — i need to log in,8
Happy birthday! Hope you have a great day :),legit,none,2025-02-07 10:03:00,happy birthday hope you have a great day,6
"Hey it's Sam, lost my phone. I changed numbers, send me the verification code.",scam,impersonation,2025-01-22 06:13:00,hey its sam lost my phone i changed numbers send me the verification code,9
Happy birthday! Hope you have a great day :),legit,none,2025-03-30 15:22:00,happy birthday hope you have a great day,6
Let's push the deployment to Friday.,legit,none,2025-01-22 19:05:00,lets push the deployment to friday,5
Can you send the report by tomorrow morning?,legit,none,2025-01-06 19:52:00,can you send the report by tomorrow morning,4
Your parcel is ready for delivery. Click http://fake-delivery.example to confirm.,scam,phishing,2025-02-11 09:34:00,your parcel is ready for delivery click to confirm,3
"I just sent you a code by mistake, can you forward it?",scam,otp,2025-02-07 17:21:00,i just sent you a code by mistake can you forward it,4
Let's push the deployment to Friday.,legit,none,2025-02-11 06:29:00,lets push the deployment to friday,5
Happy birthday! Hope you have a great day :),legit,none,2025-02-04 12:55:00,happy birthday hope you have a great day,6
Let's push the deployment to Friday.,legit,none,2025-03-14 20:55:00,lets push the deployment to friday,5
Let's push the deployment to Friday.,legit,none,2025-01-02 21:57:00,lets push the deployment to friday,5
Please send me the 6-digit code I sent you — I need to log in.,scam,otp,2025-02-01 06:56:00,please send me the 6digit code i sent you — i need to log in,8
WhatsApp verification code: 125611. Please share the code so I can confirm.,scam,otp,2025-01-05 04:57:00,whatsapp verification code NUM please share the code so i can confirm,0
You have won a prize! Click this link to claim your reward: http://scam.example,scam,phishing,2025-02-24 03:53:00,you have won a prize click this link to claim your reward,6
Call me when you are free.,legit,none,2025-02-06 08:30:00,call me when you are free,2
"Hey, are we still meeting at 5pm?",legit,none,2025-01-11 04:23:00,hey are we still meeting at 5pm,1
WhatsApp verification code: 258157. Please share the code so I can confirm.,scam,otp,2025-01-22 01:11:00,whatsapp verification code NUM please share the code so i can confirm,0
"Hey it's Sam, lost my phone. I changed numbers, send me the verification code.",scam,impersonation,2025-03-19 13:58:00,hey its sam lost my phone i changed numbers send me the verification code,9
Happy birthday! Hope you have a great day :),legit,none,2025-02-18 19:24:00,happy birthday hope you have a great day,6
Your parcel is ready for delivery. Click http://fake-delivery.example to confirm.,scam,phishing,2025-02-24 10:25:00,your parcel is ready for delivery click to confirm,3
Call me when you are free.,legit,none,2025-03-22 11:25:00,call me when you are free,2
Call me when you are free.,legit,none,2025-02-08 12:21:00,call me when you are free,2
WhatsApp verification code: 179688. Please share the code so I can confirm.,scam,otp,2025-02-23 21:27:00,whatsapp verification code NUM please share the code so i can confirm,0
Your account code 987654 — please confirm by sending it here.,scam,otp,2025-03-23 03:40:00,your account code NUM — please confirm by sending it here,0
"Hey it's Sam, lost my phone. I changed numbers, send me the verification code.",scam,impersonation,2025-02-21 12:17:00,hey its sam lost my phone i changed numbers send me the verification code,9
Call me when you are free.,legit,none,2025-03-29 14:41:00,call me when you are free,2
Please send me the 6-digit code I sent you — I need to log in.,scam,otp,2025-03-26 13:11:00,please send me the 6digit code i sent you — i need to log in,8
Bank alert: Your account needs verification. Login at http://bank.example,scam,phishing,2025-01-07 11:29:00,bank alert your account needs verification login at,7
"Hey, are we still meeting at 5pm?",legit,none,2025-03-20 05:54:00,hey are we still meeting at 5pm,1
"We detected unusual activity, verify here: http://verify.example",scam,phishing,2025-02-22 01:06:00,we detected unusual activity verify here,0
"Hey, are we still meeting at 5pm?",legit,none,2025-02-24 07:13:00,hey are we still meeting at 5pm,1
"Hey, are we still meeting at 5pm?",legit,none,2025-03-11 01:38:00,hey are we still meeting at 5pm,1
WhatsApp verification code: 611233. Please share the code so I can confirm.,scam,otp,2025-01-20 07:22:00,whatsapp verification code NUM please share the code so i can confirm,0
Urgent! Send money to this number or I'll be in trouble.,scam,other,2025-01-04 00:53:00,urgent send money to this number or ill be in trouble,8
"Investment opportunity, send your account details.",scam,other,2025-01-23 19:30:00,investment opportunity send your account details,7
"Hey it's Sam, lost my phone. I changed numbers, send me the verification code.",scam,impersonation,2025-01-31 19:35:00,hey its sam lost my phone i changed numbers send me the verification code,9
Your account code 987654 — please confirm by sending it here.,scam,otp,2025-03-22 03:05:00,your account code NUM — please confirm by sending it here,0
Call me when you are free.,legit,none,2025-01-14 11:30:00,call me when you are free,2
"Hey, are we still meeting at 5pm?",legit,none,2025-01-23 15:11:00,hey are we still meeting at 5pm,1
"Hey, are we still meeting at 5pm?",legit,none,2025-03-03 22:06:00,hey are we still meeting at 5pm,1
Bank alert: Your account needs verification. Login at http://bank.example,scam,phishing,2025-03-27 19:18:00,bank alert your account needs verification login at,7
"Hey, are we still meeting at 5pm?",legit,none,2025-01-23 13:33:00,hey are we still meeting at 5pm,1
This is WhatsApp support. Your OTP is 345678. Please share to verify.,scam,otp,2025-03-10 00:58:00,this is whatsapp support your otp is NUM please share to verify,3
"Transfer me $200 now, my account is frozen.",scam,other,2025-01-29 02:52:00,transfer me 200 now my account is frozen,9
You have won a prize! Click this link to claim your reward: http://scam.example,scam,phishing,2025-01-17 12:28:00,you have won a prize click this link to claim your reward,6
Let's push the deployment to Friday.,legit,none,2025-02-01 23:05:00,lets push the deployment to friday,5
Can you send the report by tomorrow morning?,legit,none,2025-03-30 04:10:00,can you send the report by tomorrow morning,4
Call me when you are free.,legit,none,2025-03-26 05:56:00,call me when you are free,2
Bank alert: Your account needs verification. Login at http://bank.example,scam,phishing,2025-02-26 22:13:00,bank alert your account needs verification login at,7
"We detected unusual activity, verify here: http://verify.example",scam,phishing,2025-02-10 15:29:00,we detected unusual activity verify here,0
WhatsApp verification code: 735324. Please share the code so I can confirm.,scam,otp,2025-02-25 06:33:00,whatsapp verification code NUM please share the code so i can confirm,0
"Hey it's Sam, lost my phone. I changed numbers, send me the verification code.",scam,impersonation,2025-03-09 18:49:00,hey its sam lost my phone i changed numbers send me the verification code,9
Happy birthday! Hope you have a great day :),legit,none,2025-01-18 07:57:00,happy birthday hope you have a great day,6
Let's push the deployment to Friday.,legit,none,2025-02-25 16:13:00,lets push the deployment to friday,5
Can you send the report by tomorrow morning?,legit,none,2025-02-06 18:03:00,can you send the report by tomorrow morning,4
WhatsApp verification code: 300845. Please share the code so I can confirm.,scam,otp,2025-01-20 16:41:00,whatsapp verification code NUM please share the code so i can confirm,0
Your account code 987654 — please confirm by sending it here.,scam,otp,2025-01-08 08:01:00,your account code NUM — please confirm by sending it here,0
This is WhatsApp support. Your OTP is 345678. Please share to verify.,scam,otp,2025-01-20 10:50:00,this is whatsapp support your otp is NUM please share to verify,3
Let's push the deployment to Friday.,legit,none,2025-03-11 09:43:00,lets push the deployment to friday,5
Happy birthday! Hope you have a great day :),legit,none,2025-03-15 12:00:00,happy birthday hope you have a great day,6
